cap.shape,,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.color,ring.number,ring.type,spore.print.color,population,habitat,class
f,2,s,n,f,n,f,w,b,n,t,s,s,w,w,w,o,e,n,a,g,e
x,2,y,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d,e
f,2,f,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d,e
x,2,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,y,d,e
x,2,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,g,p
x,2,y,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,v,d,e
x,2,f,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,v,d,e
x,2,y,n,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,v,d,e
x,2,y,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d,e
x,2,y,n,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,y,d,e
f,2,f,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d,e
x,2,y,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,v,d,e
x,2,f,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,v,d,e
x,2,y,n,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d,e
x,2,y,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d,e
f,2,y,g,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,v,d,e
x,2,y,n,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d,e
x,2,s,g,f,n,f,w,b,h,t,f,s,w,w,w,o,e,k,s,g,e
f,2,f,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,y,d,e
x,2,y,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,y,d,e
x,2,f,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d,e
x,2,f,e,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d,e
x,2,y,n,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,y,d,e
x,2,f,e,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,y,d,e
f,2,f,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d,e
x,2,f,g,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,v,d,e
x,2,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,y,d,e
x,2,y,n,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d,e
x,2,f,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d,e
x,2,y,g,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d,e
x,2,y,n,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d,e
f,2,f,n,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,y,d,e
f,2,f,n,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,y,d,e
x,2,f,g,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d,e
x,2,f,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,d,p
x,2,f,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,d,p
x,2,y,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d,e
x,2,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,v,d,e
x,2,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d,e
x,2,f,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d,e
x,2,y,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d,e
f,2,f,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,k,v,d,e
f,2,f,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d,e
x,2,y,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,y,d,e
x,2,f,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,v,d,e
x,2,y,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d,e
x,2,f,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d,e
x,2,y,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d,e
f,2,f,w,f,n,f,w,b,h,t,s,s,w,w,w,o,e,n,s,g,e
f,2,f,g,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d,e
f,2,y,e,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,y,d,e
x,2,y,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d,e
x,2,f,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,v,d,e
f,2,y,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d,e
x,2,y,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,v,d,e
x,2,f,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d,e
x,2,f,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,y,d,e
x,2,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,y,d,e
x,2,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,y,d,e
x,2,f,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,v,d,e
f,2,f,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d,e
x,2,y,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,y,d,e
x,2,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d,e
x,2,f,n,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,v,d,e
x,2,f,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,y,d,e
f,2,f,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d,e
x,2,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d,e
x,2,f,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,y,d,e
x,2,f,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,k,v,d,e
x,2,y,n,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,y,d,e
x,2,y,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,y,d,e
x,2,f,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d,e
x,2,f,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,y,d,e
f,2,f,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d,e
f,3,f,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,y,d,e
f,3,f,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,y,d,e
x,3,s,p,f,c,f,w,n,u,e,s,s,w,w,w,o,p,k,s,d,p
x,3,f,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,y,d,e
x,3,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d,e
x,3,y,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d,e
x,3,y,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d,e
x,3,y,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,v,d,e
x,3,y,n,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,y,d,e
x,3,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,y,d,e
x,3,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,y,d,e
f,3,f,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,y,d,e
x,3,y,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d,e
x,3,y,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d,e
x,3,y,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d,e
f,3,f,n,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,v,d,e
x,3,s,g,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,v,d,p
f,3,y,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,v,d,e
x,3,y,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,v,d,e
x,3,y,e,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d,e
x,3,y,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d,e
f,3,f,n,t,n,f,c,b,u,t,s,s,g,g,w,o,p,k,v,d,e
f,3,y,n,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,v,d,e
x,3,y,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d,e
x,3,y,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,v,d,e
x,3,f,g,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,y,d,e
x,3,f,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,y,d,e
f,3,f,g,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,y,d,e
x,3,f,n,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,y,d,e
x,3,y,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d,e
x,3,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d,e
f,3,y,n,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,v,d,e
x,3,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d,e
x,3,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d,e
x,3,f,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,p,p
x,3,f,g,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,y,d,e
x,3,f,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,v,d,e
x,3,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,v,d,e
x,3,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,p,p
x,3,y,n,t,n,f,c,b,u,t,s,s,g,g,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,v,d,e
x,3,f,g,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,v,d,e
x,3,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,v,d,e
x,3,f,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d,e
x,3,y,n,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,v,d,e
x,3,f,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,y,d,e
x,3,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,y,d,e
x,3,f,e,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,v,d,e
x,3,f,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,v,d,e
x,3,y,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,y,d,e
f,3,f,n,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d,e
x,3,y,n,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d,e
f,3,f,g,f,n,f,w,b,n,t,f,s,w,w,w,o,e,n,s,g,e
f,3,f,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d,e
x,3,f,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,v,d,e
x,3,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d,e
f,3,f,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d,e
x,3,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,y,d,e
x,3,f,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,y,d,e
x,3,y,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d,e
x,3,f,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,v,d,e
x,3,f,e,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d,e
x,3,f,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,y,d,e
x,3,f,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,v,d,e
x,3,f,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,y,d,e
f,3,f,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d,e
x,3,f,n,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,v,d,e
x,3,y,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,y,d,e
x,3,f,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,v,d,e
f,3,f,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,v,d,e
x,3,y,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d,e
x,3,y,n,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,v,d,e
x,3,y,n,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,v,d,e
x,3,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,p,p
x,3,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,d,p
x,3,f,g,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,s,d,p
f,3,f,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d,e
f,3,f,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,y,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,v,d,e
f,3,y,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d,e
x,3,f,w,f,c,f,c,n,p,e,s,s,w,w,w,o,p,n,s,d,p
x,3,f,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,p,p
f,3,y,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d,e
f,3,f,e,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,y,d,e
f,3,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d,e
f,3,y,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,y,d,e
f,3,y,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,d,p
f,3,f,e,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d,e
f,3,y,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d,e
f,3,y,n,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,y,d,e
f,3,y,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,v,d,e
x,3,f,g,f,c,f,c,n,p,e,s,s,w,w,w,o,p,n,s,d,p
x,3,y,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,g,p
f,3,f,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,d,p
f,3,y,n,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,v,d,e
x,3,y,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d,e
x,3,y,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d,e
f,3,f,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,v,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,y,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,v,d,e
f,3,y,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d,e
x,3,s,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,n,s,d,p
x,3,f,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,y,d,p
x,3,s,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,v,d,p
x,3,f,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,p,p
f,3,y,n,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d,e
x,3,s,w,f,c,f,c,n,p,e,s,s,w,w,w,o,p,n,s,d,p
f,3,y,g,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,v,d,e
f,3,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,p,p
f,3,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,p,p
f,3,y,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d,e
f,3,y,e,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d,e
f,3,f,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,v,d,e
f,3,y,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,v,d,e
f,3,y,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d,e
x,3,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,d,p
x,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,p,p
x,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g,p
f,3,y,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,v,d,e
f,3,f,e,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,y,d,e
f,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,p,p
x,3,s,g,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,s,d,p
f,3,y,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,v,d,e
x,3,f,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,v,d,p
f,3,f,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,y,d,e
f,3,y,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,v,d,e
f,3,y,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,v,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,v,d,e
f,3,y,n,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,y,d,e
x,3,y,e,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,v,d,e
f,3,y,n,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,y,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d,e
f,3,y,e,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d,e
f,3,y,e,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,v,d,e
x,3,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,p,p
f,3,y,n,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,d,p
f,3,y,g,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,y,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d,e
x,3,f,w,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,s,d,p
x,3,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,d,p
f,3,f,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d,e
x,3,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d,e
f,3,y,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,d,p
f,3,f,e,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,y,d,e
x,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,p,p
x,3,f,p,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,s,d,p
x,3,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,p,p
x,3,f,g,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,p,p
f,3,y,e,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,v,d,e
f,3,f,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d,e
x,3,f,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,p,p
f,3,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d,e
x,3,f,p,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,v,d,p
f,3,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p,p
f,3,f,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,y,d,e
x,3,y,y,f,f,f,c,b,g,e,k,k,p,n,w,o,l,h,v,g,p
x,3,s,p,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,s,d,p
f,3,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d,e
x,3,f,n,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,y,d,e
f,3,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,p,p
f,3,y,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d,e
f,3,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d,e
x,3,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,d,p
f,3,f,e,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d,e
f,3,f,g,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,v,d,e
x,3,s,g,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,v,d,p
f,3,y,g,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d,e
f,3,y,n,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,y,d,e
f,3,y,g,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,y,d,e
f,3,y,g,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d,e
x,3,f,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,v,d,e
x,3,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,y,p,p
x,3,s,w,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,v,d,p
f,3,f,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,k,v,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,v,d,e
x,3,s,w,f,c,f,w,n,u,e,s,s,w,w,w,o,p,n,s,d,p
x,3,f,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,p,p
x,3,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,g,p
f,3,y,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d,e
x,3,f,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d,e
x,3,s,w,f,c,f,c,n,p,e,s,s,w,w,w,o,p,k,s,d,p
f,3,f,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,y,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,g,p
f,3,y,n,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d,e
f,3,f,g,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,y,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d,e
f,3,y,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,v,d,e
f,3,y,n,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,v,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,v,d,e
f,3,f,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d,e
x,3,y,g,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,y,d,e
x,3,f,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,p,p
x,3,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,p,p
f,3,y,n,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,y,d,e
x,3,s,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,n,v,d,p
x,3,f,p,f,c,f,w,n,p,e,s,s,w,w,w,o,p,n,s,d,p
f,3,y,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d,e
f,3,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,d,p
f,3,f,e,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d,e
x,3,s,p,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,v,d,p
x,3,y,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,v,d,e
f,3,f,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d,e
f,3,f,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,y,d,e
x,3,s,w,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,s,d,p
f,3,y,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d,e
x,3,f,g,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,g,p
f,3,f,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d,e
x,3,f,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,v,g,p
f,3,y,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d,e
f,3,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d,e
x,3,y,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,y,d,e
f,3,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d,e
f,3,y,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,v,d,e
f,3,y,g,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d,e
f,3,y,g,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,y,d,e
f,3,y,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,n,v,d,e
